nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,class
0.6435185185185185,0.15760869565217392,0.6342592592592593,0.25,0.5879629629629629,0.24456521739130435,0.5555555555555556,0.3423913043478261,0.5509259259259259,0.43478260869565216,0.6805555555555556,0.2554347826086957,0.6851851851851852,0.358695652173913,0.6759259259259259,0.44021739130434784,0.5879629629629629,0.43478260869565216,0.5879629629629629,0.5760869565217391,0.5879629629629629,0.7445652173913043,0.6481481481481481,0.44565217391304346,0.6342592592592593,0.5978260869565217,0.6111111111111112,0.7554347826086957,0.6296296296296297,0.14673913043478262,0.6527777777777778,0.14673913043478262,0.6157407407407407,0.15760869565217392,0.6666666666666666,0.15217391304347827,kick
0.6435185185185185,0.15760869565217392,0.6342592592592593,0.25,0.5879629629629629,0.24456521739130435,0.5601851851851852,0.3423913043478261,0.5555555555555556,0.42934782608695654,0.6805555555555556,0.2554347826086957,0.6851851851851852,0.358695652173913,0.6759259259259259,0.44021739130434784,0.5925925925925926,0.42934782608695654,0.5879629629629629,0.5706521739130435,0.5879629629629629,0.7445652173913043,0.6481481481481481,0.44021739130434784,0.6342592592592593,0.5978260869565217,0.6111111111111112,0.7663043478260869,0.6296296296296297,0.14673913043478262,0.6527777777777778,0.14673913043478262,0.6157407407407407,0.15760869565217392,0.6666666666666666,0.15217391304347827,kick
0.6435185185185185,0.15760869565217392,0.6388888888888888,0.25,0.5879629629629629,0.24456521739130435,0.5601851851851852,0.3423913043478261,0.5555555555555556,0.42934782608695654,0.6851851851851852,0.2554347826086957,0.6898148148148148,0.358695652173913,0.6851851851851852,0.42934782608695654,0.5925925925925926,0.42934782608695654,0.5925925925925926,0.5760869565217391,0.5833333333333334,0.7391304347826086,0.6527777777777778,0.44021739130434784,0.6342592592592593,0.5978260869565217,0.6111111111111112,0.7608695652173914,0.6342592592592593,0.14673913043478262,0.6527777777777778,0.14673913043478262,0.6157407407407407,0.15760869565217392,0.6712962962962963,0.15217391304347827,kick
0.6435185185185185,0.15760869565217392,0.6388888888888888,0.25,0.5879629629629629,0.24456521739130435,0.5601851851851852,0.3423913043478261,0.5555555555555556,0.42934782608695654,0.6851851851851852,0.2554347826086957,0.6898148148148148,0.3532608695652174,0.6944444444444444,0.42391304347826086,0.5925925925925926,0.42934782608695654,0.5925925925925926,0.5706521739130435,0.5833333333333334,0.7391304347826086,0.6527777777777778,0.44021739130434784,0.6342592592592593,0.5978260869565217,0.6157407407407407,0.7554347826086957,0.6296296296296297,0.14673913043478262,0.6527777777777778,0.14673913043478262,0.6157407407407407,0.15760869565217392,0.6666666666666666,0.15217391304347827,kick
0.6435185185185185,0.15760869565217392,0.6388888888888888,0.25,0.5879629629629629,0.24456521739130435,0.5601851851851852,0.3423913043478261,0.5555555555555556,0.42934782608695654,0.6851851851851852,0.2554347826086957,0.6898148148148148,0.3532608695652174,0.6898148148148148,0.42391304347826086,0.5925925925925926,0.43478260869565216,0.5925925925925926,0.5815217391304348,0.5833333333333334,0.7445652173913043,0.6527777777777778,0.44565217391304346,0.6342592592592593,0.5978260869565217,0.6111111111111112,0.7608695652173914,0.6296296296296297,0.14673913043478262,0.6527777777777778,0.14673913043478262,0.6157407407407407,0.15760869565217392,0.6666666666666666,0.15217391304347827,kick
0.6435185185185185,0.15760869565217392,0.6342592592592593,0.25,0.5879629629629629,0.24456521739130435,0.5601851851851852,0.3423913043478261,0.5555555555555556,0.42934782608695654,0.6851851851851852,0.2554347826086957,0.6898148148148148,0.358695652173913,0.6851851851851852,0.42934782608695654,0.5925925925925926,0.42934782608695654,0.5925925925925926,0.5760869565217391,0.5833333333333334,0.7445652173913043,0.6527777777777778,0.44021739130434784,0.6342592592592593,0.5978260869565217,0.6157407407407407,0.7554347826086957,0.6296296296296297,0.14673913043478262,0.6527777777777778,0.14673913043478262,0.6157407407407407,0.15217391304347827,0.6666666666666666,0.15217391304347827,kick
0.6435185185185185,0.15760869565217392,0.6342592592592593,0.24456521739130435,0.5879629629629629,0.24456521739130435,0.5601851851851852,0.3423913043478261,0.5555555555555556,0.42934782608695654,0.6805555555555556,0.25,0.6851851851851852,0.358695652173913,0.6805555555555556,0.43478260869565216,0.5925925925925926,0.43478260869565216,0.5972222222222222,0.5760869565217391,0.5972222222222222,0.7554347826086957,0.6527777777777778,0.44021739130434784,0.6342592592592593,0.592391304347826,0.6111111111111112,0.75,0.6296296296296297,0.14673913043478262,0.6527777777777778,0.14673913043478262,0.6111111111111112,0.15760869565217392,0.6666666666666666,0.15217391304347827,kick
0.6435185185185185,0.15760869565217392,0.6296296296296297,0.24456521739130435,0.5833333333333334,0.24456521739130435,0.5555555555555556,0.3423913043478261,0.5555555555555556,0.43478260869565216,0.6805555555555556,0.25,0.6851851851851852,0.3532608695652174,0.6759259259259259,0.43478260869565216,0.5925925925925926,0.42934782608695654,0.6018518518518519,0.5760869565217391,0.6018518518518519,0.75,0.6527777777777778,0.44021739130434784,0.6342592592592593,0.5869565217391305,0.6111111111111112,0.7391304347826086,0.6296296296296297,0.14673913043478262,0.6527777777777778,0.14673913043478262,0.6111111111111112,0.15760869565217392,0.6620370370370371,0.15217391304347827,kick
0.6435185185185185,0.16304347826086957,0.6296296296296297,0.25,0.5833333333333334,0.24456521739130435,0.5555555555555556,0.34782608695652173,0.5555555555555556,0.43478260869565216,0.6759259259259259,0.25,0.6805555555555556,0.3532608695652174,0.6712962962962963,0.42934782608695654,0.5925925925925926,0.43478260869565216,0.6157407407407407,0.5815217391304348,0.625,0.7554347826086957,0.6527777777777778,0.44021739130434784,0.6388888888888888,0.5869565217391305,0.6064814814814815,0.7445652173913043,0.6342592592592593,0.14673913043478262,0.6527777777777778,0.14673913043478262,0.6111111111111112,0.15760869565217392,0.6620370370370371,0.15760869565217392,kick
0.6435185185185185,0.16847826086956522,0.625,0.25,0.5787037037037037,0.25,0.5555555555555556,0.34782608695652173,0.5555555555555556,0.43478260869565216,0.6759259259259259,0.25,0.6759259259259259,0.3532608695652174,0.6712962962962963,0.43478260869565216,0.5972222222222222,0.43478260869565216,0.6296296296296297,0.5978260869565217,0.6527777777777778,0.7608695652173914,0.6527777777777778,0.44021739130434784,0.6388888888888888,0.5978260869565217,0.6111111111111112,0.7554347826086957,0.6342592592592593,0.15217391304347827,0.6527777777777778,0.15217391304347827,0.6111111111111112,0.15760869565217392,0.6620370370370371,0.15760869565217392,kick
